,¶©µ¥ºÅ,SKU±àÂë,ÊýÁ¿
4761,501,23,6
4762,502,6,13
4763,502,7,9
4764,502,16,11
4765,502,27,10
4766,502,29,14
4767,503,5,11
4768,503,10,11
4769,503,12,16
4770,503,16,5
4771,503,17,16
4772,503,19,13
4773,503,22,17
4774,503,23,15
4775,503,24,17
4776,503,28,17
4777,504,3,10
4778,504,5,8
4779,504,8,14
4780,504,14,8
4781,504,15,14
4782,504,21,17
4783,504,22,10
4784,504,24,15
4785,504,28,17
4786,504,29,15
4787,505,7,16
4788,505,13,11
4789,505,15,17
4790,505,18,7
4791,505,19,10
4792,505,20,16
4793,505,21,13
4794,506,2,8
4795,506,8,13
4796,506,10,12
4797,506,11,17
4798,506,24,17
4799,506,26,5
4800,507,4,13
4801,507,8,7
4802,507,11,11
4803,507,13,5
4804,507,14,18
4805,507,20,6
4806,507,22,14
4807,507,26,9
4808,508,0,17
4809,508,2,19
4810,508,5,8
4811,508,8,18
4812,508,15,17
4813,508,19,12
4814,508,20,7
4815,508,23,18
4816,508,24,10
4817,508,25,17
4818,508,28,6
4819,509,4,6
4820,509,6,18
4821,509,10,15
4822,509,12,10
4823,509,13,5
4824,509,15,17
4825,509,17,13
4826,509,19,11
4827,509,24,11
4828,509,25,13
4829,510,0,16
4830,510,1,15
4831,510,10,19
4832,510,12,7
4833,510,13,8
4834,510,15,8
4835,510,16,17
4836,510,29,17
4837,511,1,18
4838,511,5,16
4839,511,7,5
4840,511,10,11
4841,511,16,12
4842,511,17,6
4843,512,1,13
4844,512,6,9
4845,512,12,16
4846,512,15,7
4847,512,16,14
4848,512,17,14
4849,512,19,5
4850,512,24,7
4851,512,25,15
4852,512,28,12
4853,513,12,17
4854,513,18,12
4855,513,19,5
4856,513,23,8
4857,513,29,14
4858,514,1,5
4859,514,3,5
4860,514,4,7
4861,514,5,12
4862,514,6,19
4863,514,8,6
4864,514,11,18
4865,514,18,11
4866,514,22,6
4867,514,23,19
4868,514,25,7
4869,514,26,9
4870,514,29,12
4871,515,7,18
4872,515,11,12
4873,515,13,8
4874,515,16,7
4875,515,22,16
4876,515,23,5
4877,515,29,6
4878,516,0,19
4879,516,4,16
4880,516,5,10
4881,516,8,6
4882,516,9,19
4883,516,14,7
4884,516,16,19
4885,516,17,12
4886,516,19,19
4887,516,21,7
4888,516,24,6
4889,516,26,14
4890,516,29,8
4891,517,1,16
4892,517,8,6
4893,517,9,7
4894,517,10,12
4895,517,11,17
4896,517,21,12
4897,517,22,5
4898,517,24,6
4899,517,25,5
4900,517,27,6
4901,517,28,6
4902,517,29,10
4903,518,1,14
4904,518,5,14
4905,518,10,5
4906,518,17,9
4907,518,19,16
4908,518,23,7
4909,519,5,16
4910,519,9,5
4911,519,12,19
4912,519,14,19
4913,519,15,6
4914,519,17,16
4915,519,22,7
4916,519,25,11
4917,519,27,9
4918,519,29,17
4919,520,0,16
4920,520,2,7
4921,520,3,18
4922,520,13,10
4923,520,15,8
4924,520,18,9
4925,520,19,17
4926,520,22,7
4927,520,24,12
4928,520,26,9
4929,521,0,16
4930,521,2,10
4931,521,6,7
4932,521,7,5
4933,521,8,17
4934,521,13,5
4935,521,18,5
4936,521,19,7
4937,521,23,5
4938,521,27,8
4939,521,28,9
4940,522,3,14
4941,522,4,9
4942,522,6,18
4943,522,8,14
4944,522,10,15
4945,522,13,18
4946,522,16,15
4947,522,17,17
4948,522,19,13
4949,523,0,14
4950,523,4,11
4951,523,8,7
4952,523,13,18
4953,523,14,9
4954,523,15,7
4955,523,19,9
4956,523,21,19
4957,523,26,19
4958,523,27,11
4959,523,29,18
4960,524,0,16
4961,524,2,19
4962,524,7,19
4963,524,9,9
4964,524,12,7
4965,524,13,18
4966,524,16,13
4967,524,17,11
4968,524,21,15
4969,524,22,18
4970,524,27,5
4971,525,12,13
4972,525,18,15
4973,525,20,5
4974,525,26,8
4975,525,29,7
4976,526,1,10
4977,526,3,13
4978,526,7,10
4979,526,11,12
4980,526,17,11
4981,526,20,17
4982,526,21,7
4983,526,23,16
4984,526,26,8
4985,526,27,19
4986,527,2,18
4987,527,5,12
4988,527,14,6
4989,527,17,7
4990,527,18,13
4991,527,20,15
4992,527,21,12
4993,527,24,13
4994,527,25,15
4995,528,0,6
4996,528,1,10
4997,528,4,7
4998,528,5,17
4999,528,11,10
5000,528,13,10
5001,528,14,17
5002,528,15,18
5003,528,17,7
5004,528,18,13
5005,528,20,9
5006,528,21,9
5007,528,26,17
5008,528,27,10
5009,529,0,17
5010,529,1,19
5011,529,5,9
5012,529,9,9
5013,529,15,14
5014,529,16,17
5015,529,18,10
5016,529,19,8
5017,529,25,15
5018,529,27,14
5019,529,28,19
5020,530,0,15
5021,530,6,16
5022,530,9,16
5023,530,16,8
5024,530,21,6
5025,530,22,6
5026,531,15,10
5027,531,19,10
5028,531,20,8
5029,531,24,13
5030,531,26,6
5031,531,28,17
5032,532,9,13
5033,532,10,8
5034,532,15,17
5035,532,20,10
5036,532,26,8
5037,532,29,19
5038,533,0,16
5039,533,5,11
5040,533,6,14
5041,533,11,9
5042,533,16,18
5043,533,19,6
5044,533,20,15
5045,533,23,8
5046,533,26,19
5047,533,27,6
5048,533,29,19
5049,534,0,7
5050,534,4,14
5051,534,9,6
5052,534,11,7
5053,534,22,17
5054,535,0,18
5055,535,4,18
5056,535,8,7
5057,535,9,14
5058,535,14,6
5059,535,15,15
5060,535,20,5
5061,535,23,14
5062,535,24,8
5063,535,25,10
5064,535,26,9
5065,535,28,14
5066,536,3,16
5067,536,11,6
5068,536,16,15
5069,536,24,18
5070,536,25,15
5071,536,28,19
5072,537,4,13
5073,537,6,10
5074,537,7,15
5075,537,11,18
5076,537,15,11
5077,537,16,18
5078,537,17,13
5079,537,18,8
5080,537,19,16
5081,537,22,11
5082,537,23,9
5083,537,25,19
5084,537,28,8
5085,538,4,16
5086,538,5,6
5087,538,9,10
5088,538,11,10
5089,538,13,7
5090,538,14,6
5091,538,15,19
5092,538,17,8
5093,538,20,16
5094,538,24,6
5095,538,27,19
5096,538,28,12
5097,538,29,18
5098,539,13,10
5099,539,15,16
5100,539,19,16
5101,539,23,15
5102,539,29,10
5103,540,3,11
5104,540,5,17
5105,540,10,16
5106,540,12,10
5107,540,14,11
5108,540,16,12
5109,540,17,15
5110,540,21,11
5111,540,25,9
5112,540,26,17
5113,541,4,14
5114,541,6,15
5115,541,7,17
5116,541,10,19
5117,541,19,19
5118,541,23,17
5119,541,28,17
5120,542,4,14
5121,542,8,8
5122,542,13,8
5123,542,20,12
5124,542,27,6
5125,543,0,15
5126,543,1,11
5127,543,4,10
5128,543,6,10
5129,543,8,6
5130,543,11,14
5131,543,14,11
5132,543,16,11
5133,543,17,17
5134,543,19,6
5135,543,21,6
5136,543,26,14
5137,543,28,7
5138,544,3,17
5139,544,7,9
5140,544,11,8
5141,544,12,14
5142,544,23,9
5143,544,24,7
5144,544,27,13
5145,544,29,14
5146,545,2,7
5147,545,4,16
5148,545,7,7
5149,545,8,5
5150,545,13,7
5151,545,23,18
5152,545,25,13
5153,546,0,18
5154,546,1,17
5155,546,3,6
5156,546,5,10
5157,546,15,7
5158,546,20,9
5159,546,23,15
5160,546,24,13
5161,546,26,19
5162,547,0,14
5163,547,1,12
5164,547,4,6
5165,547,5,7
5166,547,6,13
5167,547,10,16
5168,547,12,11
5169,547,16,15
5170,547,18,8
5171,547,19,5
5172,547,21,14
5173,547,23,8
5174,547,24,11
5175,547,29,12
5176,548,0,6
5177,548,4,11
5178,548,7,12
5179,548,9,8
5180,548,11,6
5181,548,15,6
5182,548,16,11
5183,548,17,15
5184,548,19,18
5185,548,23,15
5186,548,25,14
5187,548,26,17
5188,548,29,5
5189,549,0,9
5190,549,1,5
5191,549,4,17
5192,549,9,14
5193,549,11,10
5194,549,19,11
5195,549,24,6
5196,549,25,17
5197,549,26,16
5198,549,29,7
5199,550,3,15
5200,550,4,7
5201,550,6,16
5202,550,7,12
5203,550,11,12
5204,550,12,11
5205,550,13,5
5206,550,16,13
5207,550,22,8
5208,550,23,12
5209,550,27,10
5210,550,28,13
5211,550,29,17
5212,551,2,8
5213,551,5,16
5214,551,10,6
5215,551,11,7
5216,551,12,11
5217,551,13,7
5218,551,16,7
5219,551,17,12
5220,551,18,14
5221,551,19,11
5222,551,23,15
5223,551,27,18
5224,551,28,6
5225,552,3,7
5226,552,5,14
5227,552,7,13
5228,552,8,18
5229,552,10,18
5230,552,11,17
5231,552,15,16
5232,552,17,19
5233,552,21,10
5234,552,22,9
5235,552,27,7
5236,552,29,10
5237,553,8,18
5238,553,11,12
5239,553,12,8
5240,553,13,8
5241,553,14,12
5242,553,21,18
5243,553,22,5
5244,553,24,12
5245,553,25,8
5246,553,26,13
5247,553,27,9
5248,553,28,10
5249,554,2,12
5250,554,6,11
5251,554,10,13
5252,554,12,7
5253,554,14,14
5254,554,19,19
5255,554,20,9
5256,554,28,16
5257,555,1,11
5258,555,9,18
5259,555,10,9
5260,555,15,8
5261,555,28,16
5262,556,0,16
5263,556,3,5
5264,556,5,12
5265,556,7,10
5266,556,13,18
5267,556,16,10
5268,556,17,8
5269,556,19,9
5270,556,21,9
5271,556,22,11
5272,556,26,8
5273,557,1,11
5274,557,5,10
5275,557,7,15
5276,557,10,9
5277,557,11,9
5278,557,12,12
5279,557,15,17
5280,557,18,12
5281,557,24,13
5282,557,29,12
5283,558,11,18
5284,558,12,10
5285,558,16,18
5286,558,20,9
5287,558,23,19
5288,558,28,18
5289,559,5,13
5290,559,10,17
5291,559,11,18
5292,559,13,18
5293,559,16,6
5294,559,17,19
5295,559,18,13
5296,559,19,5
5297,559,23,18
5298,559,26,9
5299,559,27,17
5300,560,2,17
5301,560,3,8
5302,560,7,14
5303,560,8,6
5304,560,9,6
5305,560,12,11
5306,560,27,8
5307,560,28,6
5308,561,9,5
5309,561,10,15
5310,561,14,5
5311,561,15,17
5312,561,23,11
5313,561,25,16
5314,561,26,19
5315,561,29,10
5316,562,0,18
5317,562,6,15
5318,562,11,15
5319,562,16,6
5320,562,17,5
5321,562,22,13
5322,562,23,7
5323,562,25,10
5324,562,26,14
5325,563,2,19
5326,563,4,5
5327,563,5,15
5328,563,6,7
5329,563,8,15
5330,563,10,15
5331,563,11,13
5332,563,12,6
5333,563,14,8
5334,563,21,13
5335,563,23,13
5336,563,25,5
5337,563,28,6
5338,564,2,19
5339,564,3,10
5340,564,4,18
5341,564,5,5
5342,564,8,14
5343,564,11,15
5344,564,16,5
5345,564,19,14
5346,564,21,9
5347,564,22,7
5348,564,27,6
5349,564,28,18
5350,564,29,7
5351,565,0,12
5352,565,12,17
5353,565,14,10
5354,565,15,19
5355,565,16,13
5356,565,18,14
5357,565,22,12
5358,565,23,13
5359,565,29,14
5360,566,0,8
5361,566,4,16
5362,566,5,18
5363,566,9,8
5364,566,10,13
5365,566,15,5
5366,566,17,15
5367,566,18,12
5368,566,23,11
5369,566,26,19
5370,566,27,16
5371,566,28,15
5372,567,2,8
5373,567,3,10
5374,567,6,18
5375,567,7,8
5376,567,8,5
5377,567,13,17
5378,567,19,12
5379,567,21,8
5380,567,26,13
5381,567,28,12
5382,567,29,10
5383,568,0,16
5384,568,4,10
5385,568,10,12
5386,568,11,8
5387,568,12,18
5388,568,20,16
5389,568,21,12
5390,568,23,11
5391,568,24,17
5392,568,26,11
5393,568,27,19
5394,568,28,5
5395,569,0,14
5396,569,2,10
5397,569,6,8
5398,569,8,8
5399,569,9,16
5400,569,16,9
5401,569,17,19
5402,569,18,17
5403,569,19,16
5404,569,21,6
5405,569,22,9
5406,569,23,18
5407,569,25,6
5408,569,29,18
5409,570,4,10
5410,570,7,8
5411,570,15,13
5412,570,18,9
5413,570,20,16
5414,570,28,14
5415,571,3,9
5416,571,5,10
5417,571,7,7
5418,571,8,17
5419,571,9,18
5420,571,11,11
5421,571,14,15
5422,571,19,15
5423,571,21,14
5424,571,22,7
5425,571,25,14
5426,572,0,19
5427,572,1,17
5428,572,4,5
5429,572,10,17
5430,572,12,9
5431,572,17,10
5432,572,18,14
5433,572,23,12
5434,572,26,13
5435,572,27,13
5436,573,3,15
5437,573,5,18
5438,573,8,17
5439,573,9,11
5440,573,22,5
5441,573,27,10
5442,573,28,10
5443,574,1,8
5444,574,12,10
5445,574,13,12
5446,574,16,8
5447,574,20,7
5448,574,23,7
5449,574,25,12
5450,574,27,12
5451,575,0,5
5452,575,5,5
5453,575,8,13
5454,575,9,8
5455,575,16,12
5456,575,25,8
5457,575,28,7
5458,576,2,11
5459,576,5,17
5460,576,6,6
5461,576,11,16
5462,576,13,9
5463,576,16,19
5464,576,17,19
5465,576,20,17
5466,576,26,16
5467,576,29,11
5468,577,6,8
5469,577,9,11
5470,577,13,7
5471,577,21,14
5472,577,22,19
5473,577,23,18
5474,577,29,13
5475,578,0,10
5476,578,3,6
5477,578,7,8
5478,578,14,8
5479,578,17,15
5480,578,20,17
5481,578,29,14
5482,579,0,16
5483,579,1,18
5484,579,4,14
5485,579,6,17
5486,579,8,13
5487,579,11,18
5488,579,12,6
5489,579,15,13
5490,579,20,17
5491,579,22,10
5492,579,23,17
5493,579,24,15
5494,579,26,10
5495,579,28,11
5496,580,2,17
5497,580,3,8
5498,580,5,9
5499,580,8,12
5500,580,11,12
5501,580,14,19
5502,580,16,14
5503,580,19,17
5504,580,20,9
5505,580,21,10
5506,580,22,18
5507,581,0,16
5508,581,1,6
5509,581,2,9
5510,581,3,11
5511,581,17,16
5512,581,19,5
5513,581,20,16
5514,581,21,17
5515,581,23,16
5516,581,27,12
5517,582,0,13
5518,582,2,13
5519,582,8,10
5520,582,9,13
5521,582,11,14
5522,582,12,9
5523,582,13,16
5524,582,14,16
5525,582,15,15
5526,582,17,18
5527,582,19,14
5528,582,20,8
5529,582,26,5
5530,583,2,9
5531,583,5,5
5532,583,11,14
5533,583,12,13
5534,583,18,15
5535,583,20,13
5536,584,2,10
5537,584,3,13
5538,584,6,5
5539,584,9,12
5540,584,13,12
5541,584,16,15
5542,584,17,19
5543,584,18,14
5544,584,19,11
5545,584,22,9
5546,584,25,9
5547,584,29,7
5548,585,7,12
5549,585,12,8
5550,585,13,17
5551,585,19,18
5552,585,24,19
5553,585,26,18
5554,586,2,6
5555,586,4,11
5556,586,6,5
5557,586,10,12
5558,586,12,9
5559,586,13,16
5560,586,14,14
5561,586,16,16
5562,586,20,13
5563,586,21,7
5564,586,26,15
5565,587,7,18
5566,587,9,8
5567,587,10,6
5568,587,11,19
5569,587,13,7
5570,587,14,9
5571,587,18,11
5572,587,22,12
5573,587,23,10
5574,587,24,7
5575,587,29,6
5576,588,2,9
5577,588,4,13
5578,588,5,9
5579,588,7,9
5580,588,9,9
5581,588,12,13
5582,588,13,19
5583,588,18,6
5584,588,21,5
5585,588,22,13
5586,588,23,9
5587,588,29,14
5588,589,0,8
5589,589,7,19
5590,589,10,9
5591,589,14,17
5592,589,15,9
5593,589,16,12
5594,589,27,13
5595,590,1,14
5596,590,11,18
5597,590,16,6
5598,590,18,10
5599,590,22,5
5600,590,23,6
5601,590,24,15
5602,590,25,8
5603,590,29,17
5604,591,0,15
5605,591,1,7
5606,591,4,13
5607,591,5,16
5608,591,7,5
5609,591,10,6
5610,591,14,13
5611,591,23,10
5612,591,25,11
5613,592,7,7
5614,592,11,8
5615,592,12,17
5616,592,19,10
5617,592,22,10
5618,592,24,5
5619,592,25,16
5620,592,27,7
5621,593,2,19
5622,593,5,18
5623,593,11,12
5624,593,21,15
5625,593,24,12
5626,593,25,15
5627,594,0,8
5628,594,7,12
5629,594,11,12
5630,594,12,13
5631,594,16,12
5632,594,18,5
5633,594,19,19
5634,594,24,13
5635,594,28,13
5636,595,2,19
5637,595,11,16
5638,595,14,13
5639,595,15,5
5640,595,18,17
5641,595,21,6
5642,595,26,7
5643,595,27,17
5644,595,29,5
5645,596,0,13
5646,596,3,7
5647,596,4,6
5648,596,8,16
5649,596,12,7
5650,596,14,15
5651,596,19,17
5652,596,23,12
5653,596,25,15
5654,596,26,10
5655,596,29,12
5656,597,0,5
5657,597,1,10
5658,597,3,12
5659,597,5,9
5660,597,6,15
5661,597,10,6
5662,597,12,6
5663,597,13,13
5664,597,15,19
5665,597,16,10
5666,597,17,16
5667,597,28,9
5668,597,29,18
5669,598,1,15
5670,598,7,13
5671,598,8,11
5672,598,21,6
5673,598,22,14
5674,598,26,13
5675,598,27,17
5676,598,28,19
5677,598,29,10
5678,599,2,13
5679,599,4,7
5680,599,7,9
5681,599,8,19
5682,599,12,7
5683,599,13,10
5684,599,14,19
5685,599,15,12
5686,599,17,8
5687,599,18,9
5688,599,20,13
5689,599,27,5
5690,599,28,17
5691,600,0,5
5692,600,1,16
5693,600,3,5
5694,600,6,18
5695,600,13,17
5696,600,14,9
5697,600,16,10
5698,600,18,8
5699,600,19,8
5700,600,20,8
5701,600,21,6
5702,600,22,18
5703,601,0,18
5704,601,5,15
5705,601,7,7
5706,601,19,19
5707,601,22,10
5708,601,24,9
5709,601,26,18
5710,602,1,5
5711,602,2,10
5712,602,10,16
5713,602,13,14
5714,602,23,19
5715,602,26,19
5716,602,29,19
5717,603,0,5
5718,603,1,5
5719,603,8,17
5720,603,10,8
5721,603,11,5
5722,603,18,15
5723,604,2,12
5724,604,3,5
5725,604,4,5
5726,604,11,18
5727,604,14,18
5728,604,17,18
5729,604,20,17
5730,604,22,18
5731,604,26,11
5732,604,27,9
5733,604,28,14
5734,604,29,7
5735,605,3,14
5736,605,4,6
5737,605,15,19
5738,605,18,7
5739,605,21,16
5740,605,24,9
5741,605,25,11
5742,605,29,16
5743,606,2,6
5744,606,12,7
5745,606,15,15
5746,606,21,18
5747,606,24,15
5748,606,25,7
5749,607,1,12
5750,607,2,5
5751,607,6,8
5752,607,8,14
5753,607,9,19
5754,607,11,16
5755,607,12,7
5756,607,13,17
5757,607,21,8
5758,607,27,10
5759,607,28,12
5760,608,5,11
5761,608,8,12
5762,608,9,10
5763,608,16,5
5764,608,24,17
5765,608,27,16
5766,609,1,14
5767,609,4,15
5768,609,5,6
5769,609,7,15
5770,609,10,14
5771,609,14,9
5772,609,24,19
5773,609,27,15
5774,609,29,17
5775,610,0,12
5776,610,1,13
5777,610,2,17
5778,610,3,6
5779,610,5,15
5780,610,7,18
5781,610,9,15
5782,610,13,5
5783,610,14,14
5784,610,21,16
5785,611,4,11
5786,611,5,14
5787,611,9,13
5788,611,10,16
5789,611,17,6
5790,611,21,5
5791,611,25,18
5792,612,0,12
5793,612,5,13
5794,612,6,11
5795,612,13,11
5796,612,14,17
5797,612,15,10
5798,612,16,18
5799,612,18,6
5800,612,20,9
5801,612,22,7
5802,612,24,11
5803,612,27,16
5804,612,28,5
5805,612,29,17
5806,613,3,15
5807,613,11,15
5808,613,14,9
5809,613,15,14
5810,613,22,11
5811,613,25,19
5812,614,1,7
5813,614,7,13
5814,614,10,7
5815,614,16,18
5816,614,17,17
5817,614,20,14
5818,614,22,13
5819,614,28,9
5820,615,5,5
5821,615,8,8
5822,615,9,5
5823,615,12,15
5824,615,14,15
5825,615,17,5
5826,615,24,7
5827,615,26,14
5828,615,28,14
5829,616,3,13
5830,616,4,8
5831,616,5,6
5832,616,6,15
5833,616,7,10
5834,616,9,8
5835,616,10,14
5836,616,13,8
5837,616,14,12
5838,616,15,16
5839,616,16,16
5840,616,18,11
5841,616,25,12
5842,616,26,6
5843,617,10,13
5844,617,21,19
5845,617,22,12
5846,617,23,17
5847,617,24,13
5848,617,26,9
5849,617,28,9
5850,618,1,5
5851,618,8,16
5852,618,11,14
5853,618,16,15
5854,618,18,9
5855,618,21,8
5856,618,26,6
5857,618,28,13
5858,618,29,17
5859,619,2,6
5860,619,3,6
5861,619,5,5
5862,619,14,18
5863,619,15,16
5864,620,1,14
5865,620,8,8
5866,620,9,11
5867,620,16,17
5868,620,17,11
5869,620,18,11
5870,620,22,12
5871,620,28,15
5872,621,2,15
5873,621,9,5
5874,621,17,15
5875,621,19,9
5876,621,21,8
5877,621,22,11
5878,621,23,15
5879,621,29,9
5880,622,0,16
5881,622,5,18
5882,622,6,14
5883,622,9,9
5884,622,12,7
5885,622,15,9
5886,622,20,7
5887,622,21,5
5888,622,23,17
5889,622,29,10
5890,623,0,18
5891,623,10,14
5892,623,13,12
5893,623,15,16
5894,623,16,10
5895,623,20,5
5896,623,25,10
5897,623,26,18
5898,624,0,9
5899,624,2,8
5900,624,3,8
5901,624,5,8
5902,624,9,11
5903,624,10,12
5904,624,11,7
5905,624,21,19
5906,624,28,9
5907,624,29,7
5908,625,2,10
5909,625,4,12
5910,625,6,15
5911,625,13,19
5912,625,21,7
5913,626,2,7
5914,626,3,19
5915,626,7,11
5916,626,12,13
5917,626,14,13
5918,626,16,12
5919,626,23,15
5920,626,25,9
5921,626,26,13
5922,626,27,13
5923,626,28,19
5924,626,29,7
5925,627,1,6
5926,627,2,16
5927,627,7,8
5928,627,8,5
5929,627,11,6
5930,627,15,11
5931,627,16,16
5932,627,18,16
5933,627,22,17
5934,627,23,17
5935,627,28,8
5936,627,29,9
5937,628,2,9
5938,628,3,8
5939,628,4,12
5940,628,5,17
5941,628,13,10
5942,628,17,9
5943,628,21,14
5944,628,24,19
5945,628,25,13
5946,628,26,18
5947,628,28,7
5948,629,2,14
5949,629,10,13
5950,629,15,13
5951,629,16,13
5952,629,18,6
5953,630,5,8
5954,630,6,13
5955,630,11,13
5956,630,15,15
5957,630,17,11
5958,630,29,18
5959,631,6,19
5960,631,7,13
5961,631,8,13
5962,631,10,11
5963,631,12,18
5964,631,28,11
5965,632,8,18
5966,632,17,18
5967,632,19,6
5968,632,21,19
5969,632,24,18
5970,632,26,6
5971,632,27,6
5972,633,0,5
5973,633,8,16
5974,633,11,10
5975,633,15,8
5976,633,22,19
5977,633,23,19
5978,633,25,13
5979,634,0,12
5980,634,6,6
5981,634,14,14
5982,634,17,15
5983,634,20,16
5984,634,21,18
5985,634,22,19
5986,634,25,12
5987,634,27,12
5988,634,28,12
5989,635,0,16
5990,635,1,18
5991,635,10,10
5992,635,15,5
5993,635,21,19
5994,635,28,8
5995,636,0,11
5996,636,2,10
5997,636,4,6
5998,636,8,11
5999,636,9,13
6000,636,14,19
6001,636,16,15
6002,636,17,16
6003,636,18,10
6004,636,25,17
6005,636,27,5
6006,636,29,12
6007,637,2,10
6008,637,3,10
6009,637,8,6
6010,637,10,16
6011,637,12,15
6012,637,13,19
6013,637,15,16
6014,637,17,18
6015,637,22,8
6016,637,25,7
6017,637,27,5
6018,638,2,10
6019,638,3,5
6020,638,8,6
6021,638,9,11
6022,638,18,8
6023,638,20,18
6024,638,21,9
6025,638,24,5
6026,638,25,19
6027,638,27,11
6028,638,29,9
6029,639,0,9
6030,639,2,10
6031,639,3,18
6032,639,8,19
6033,639,18,11
6034,639,29,5
6035,640,0,14
6036,640,2,19
6037,640,5,15
6038,640,6,7
6039,640,11,8
6040,640,13,5
6041,640,17,17
6042,641,7,7
6043,641,8,8
6044,641,11,7
6045,641,12,13
6046,641,13,12
6047,641,14,13
6048,641,20,11
6049,641,23,7
6050,642,7,11
6051,642,9,10
6052,642,16,17
6053,642,20,6
6054,642,27,19
6055,642,29,18
6056,643,5,12
6057,643,9,8
6058,643,10,5
6059,643,14,9
6060,643,16,14
6061,643,18,16
6062,643,22,13
6063,643,24,10
6064,643,25,15
6065,643,26,9
6066,644,8,11
6067,644,9,17
6068,644,11,17
6069,644,24,18
6070,644,25,12
6071,645,1,14
6072,645,3,13
6073,645,5,9
6074,645,7,15
6075,645,8,16
6076,645,9,12
6077,645,11,14
6078,645,14,16
6079,645,17,16
6080,645,22,13
6081,645,23,8
6082,645,24,7
6083,645,25,11
6084,645,28,19
6085,646,2,11
6086,646,6,9
6087,646,7,15
6088,646,8,14
6089,646,11,16
6090,646,13,11
6091,646,16,14
6092,646,18,17
6093,646,22,10
6094,646,25,17
6095,646,26,12
6096,646,29,14
6097,647,4,13
6098,647,5,9
6099,647,11,13
6100,647,13,5
6101,647,21,16
6102,647,22,8
6103,647,26,16
6104,647,29,13
6105,648,0,9
6106,648,3,7
6107,648,10,14
6108,648,17,9
6109,648,18,14
6110,648,21,8
6111,648,25,19
6112,648,28,19
6113,648,29,6
6114,649,2,6
6115,649,5,5
6116,649,15,7
6117,649,16,15
6118,649,24,10
6119,649,26,5
6120,649,27,18
6121,649,28,16
6122,649,29,5
6123,650,2,5
6124,650,5,15
6125,650,6,19
6126,650,7,5
6127,650,9,15
6128,650,15,10
6129,650,16,9
6130,650,19,9
6131,650,21,9
6132,650,24,16
6133,650,26,12
6134,650,27,7
6135,650,29,16
6136,651,1,14
6137,651,13,19
6138,651,15,14
6139,651,17,12
6140,651,26,13
6141,651,28,9
6142,652,1,15
6143,652,4,13
6144,652,8,12
6145,652,13,19
6146,652,15,16
6147,652,16,8
6148,652,22,19
6149,652,26,15
6150,653,0,11
6151,653,5,19
6152,653,9,14
6153,653,11,10
6154,653,15,14
6155,653,17,14
6156,653,19,18
6157,653,21,8
6158,653,22,10
6159,653,26,13
6160,654,1,5
6161,654,14,19
6162,654,17,17
6163,654,18,13
6164,654,20,12
6165,654,23,5
6166,654,28,6
6167,654,29,11
6168,655,0,10
6169,655,6,9
6170,655,21,15
6171,655,25,8
6172,655,26,11
6173,655,27,15
6174,656,3,7
6175,656,4,6
6176,656,8,17
6177,656,10,7
6178,656,18,16
6179,656,19,13
6180,656,22,13
6181,656,28,19
6182,657,1,17
6183,657,6,9
6184,657,7,15
6185,657,14,14
6186,657,15,19
6187,657,17,18
6188,657,20,9
6189,658,0,17
6190,658,2,13
6191,658,4,10
6192,658,8,10
6193,658,17,11
6194,658,19,9
6195,658,20,13
6196,658,21,16
6197,658,23,7
6198,658,25,5
6199,658,27,10
6200,659,1,13
6201,659,3,15
6202,659,4,8
6203,659,8,9
6204,659,10,16
6205,659,12,16
6206,659,16,6
6207,659,18,8
6208,659,20,9
6209,659,23,10
6210,659,25,8
6211,659,27,8
6212,659,28,6
6213,659,29,18
6214,660,0,18
6215,660,14,16
6216,660,17,7
6217,660,22,5
6218,660,27,11
6219,661,0,8
6220,661,1,13
6221,661,2,17
6222,661,3,15
6223,661,4,14
6224,661,7,12
6225,661,8,6
6226,661,9,11
6227,661,13,6
6228,661,17,8
6229,661,19,16
6230,661,21,14
6231,661,24,11
6232,661,27,16
6233,662,1,16
6234,662,3,5
6235,662,11,7
6236,662,12,13
6237,662,16,13
6238,662,17,9
6239,662,18,16
6240,662,19,6
6241,662,23,15
6242,663,0,14
6243,663,2,9
6244,663,5,7
6245,663,8,9
6246,663,13,14
6247,663,14,17
6248,663,19,11
6249,663,24,6
6250,663,28,13
6251,664,0,5
6252,664,4,7
6253,664,5,7
6254,664,7,16
6255,664,12,10
6256,664,15,11
6257,664,17,9
6258,664,19,19
6259,664,22,11
6260,664,23,14
6261,664,28,17
6262,665,0,7
6263,665,3,18
6264,665,5,11
6265,665,7,9
6266,665,10,18
6267,665,11,6
6268,665,12,6
6269,665,13,14
6270,665,20,5
6271,665,21,7
6272,665,23,7
6273,665,28,19
6274,666,6,8
6275,666,11,12
6276,666,15,13
6277,666,20,7
6278,666,22,17
6279,666,28,13
6280,667,2,7
6281,667,4,17
6282,667,7,18
6283,667,8,19
6284,667,9,9
6285,667,14,17
6286,667,16,8
6287,667,17,13
6288,667,22,16
6289,667,28,6
6290,667,29,6
6291,668,6,6
6292,668,8,9
6293,668,12,19
6294,668,15,17
6295,668,18,9
6296,668,22,13
6297,668,26,9
6298,668,27,8
6299,669,1,6
6300,669,2,9
6301,669,3,5
6302,669,10,5
6303,669,12,14
6304,669,16,12
6305,669,17,16
6306,669,18,10
6307,669,24,11
6308,669,26,7
6309,669,28,5
6310,669,29,17
6311,670,0,14
